lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42E1,42E2,42E3,42E4,42E5,7E1,7E2,7E3,7E4,7E5,SolventBlank1
TAG(52:0)_FA 20:0,-0.3553344594560763,6.46308035619435,1.632219944291137,0.2013962738346228,0.6005600598131545,880.8 -> 551.8,TAG2,128690.888980873,332765.563812372,382226.446964353,570703.32202139,335888.76513654,525137.098693921,479202.43701162,554531.07910166,180162.83349611,451515.728382014,59062.3840370077
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.3544313633129214,3.4266728150133714,1.6236107592112603,0.20258905287899706,0.6015913796139734,724.6628 -> 369.1,CE,40396.4626846111,39726.5428962712,34557.2024993906,43168.9230079774,37344.5026435857,78016.8859786715,41296.1425781277,35281.5226058899,50413.9832343953,48626.0032730175,13798.4009819034
PI (42:9),-0.35439040961106166,3.2094607760280778,1.6231661868581568,0.20265087258899706,0.6015913796139734,950.5489 -> 673.5489,PI,30805.182388302,35447.722297662,32763.502365119,33293.242630002,33600.46269226,34268.422149661,39601.583007808,54369.984100345,50519.962966914,34572.902328496,13598.5210266043
PC (44:5),0.35374796027002825,4.239616840758186,1.617560409542934,0.20343228943436797,0.6020389148680201,892.7 -> 184.1,PCandSM,62300.224418652,158674.372466962,102574.486923201,73934.9458160095,100721.34607702,78539.8464965726,63745.064941407,75750.106109594,79930.305168188,83108.185676576,5463.140354157
TAG(56:5)_FA 16:1,-0.35290106427314905,3.987908091493303,1.6097422757179627,0.20452803397362548,0.6020389148680201,926.8 -> 655.8,TAG1,35978.2823562579,58889.684021021,56393.883911155,53902.423767075,49073.983154278,68527.42492677,57501.023925803,72108.845336918,74994.26574708,50189.14334105,41472.7828445316
TAG(58:5)_FA 18:0,-0.3528345002560819,3.761400535293046,1.6090849537454233,0.20462047710771075,0.6020389148680201,954.8 -> 653.8,TAG1,24892.5616683839,52582.284179692,49735.063476559,46771.203247047,43113.883178688,61471.964599617,47920.823486355,58382.604186991,63829.24481202,42622.782958971,36397.5423812822
TAG(60:12)_FA 18:0,-0.3528494365793689,3.23398588551008,1.6090886399440478,0.20461995855810952,0.6020389148680201,968.9 -> 667.9,TAG1,19578.4612884499,34071.982604965,35864.162475577,35530.142333971,32223.322174062,38640.602905271,37213.542846666,47552.983398424,44146.002838115,31683.422317509,21342.0015678476
Lyso_PG(22:4),-0.35211317853390106,2.8220708654414333,1.602060954622857,0.20561138780391086,0.603613032045184,578.3114 -> 389.3114,PG,18764.7813568058,21622.1615295312,13444.2009582496,18179.5014495947,20317.4416694603,23471.1614074562,15218.8411750769,13623.9809646607,27811.1218185384,37687.4626808029,28766.3024139368
PE (44:6),0.3509230382057999,3.453512302337877,1.5916818483385669,0.20708600911353725,0.6065970709431932,848.6165 -> 707.6165,PE,45438.383911178,64030.4438171556,33312.0227356043,49932.583396997,42935.0030708573,37307.8826904541,30380.181884781,57891.664741453,33200.102401728,26326.381774905,22559.3615722646
SM (d18:0/26:0),0.3504375178877049,6.514408644630879,1.587652020754831,0.2076619155400827,0.6069412277595353,845.7 -> 184.1,PCandSM,375458.462464045,429370.996155288,525138.629547116,453402.506743906,463464.19393929,590146.95556632,345752.520325161,322110.90350341,280475.119201589,240388.797332682,73917.9244079315
Cer(d18:1/20:0),0.34671345607044934,5.301485315104206,1.5541123442908429,0.2125293728515578,0.6108739028052085,594.6 -> 264.3,CER,175307.652046234,242420.657726318,190268.192993171,184245.652084383,167745.371368423,149187.111175533,150865.230880731,113421.947967541,155075.791450502,185517.234115563,35470.5021095181
PI (30:4),-0.34698017701743267,3.7257584464664735,1.5562870736889638,0.2122096932262574,0.6108739028052085,792.4393 -> 515.4393,PI,45063.8430023152,51962.883316021,49384.40370176,45458.523040778004,44284.923202524,56671.744720458,73351.505020146,70901.885498098,58103.304458592,44545.243255608,20489.7612838758
PI (32:3),-0.3465933753390021,5.5226871118982,1.5530558468586975,0.21268488153558562,0.6108739028052085,822.4863 -> 545.4863,PI,134989.729370133,202691.712844917,170584.293670661,199277.254974444,206918.835754551,227191.735198935,353941.340301366,241830.838836685,180772.673461959,168248.791076723,24548.602005016
PIo (28:0),-0.34653742726053516,7.468327279051091,1.5526150926191349,0.2127497972600373,0.6108739028052085,758.4914 -> 481.4914,PI,629128.88769527,994071.68493699,752901.6408691,575454.18298328,678256.60900871,842193.052917554,1220222.50476079,900470.185486,874179.12622073,788888.55163568,41289.222930912
TAG(56:4)_FA 16:0,-0.34783713787286835,3.896490278142173,1.5639729036206516,0.21108445763521202,0.6108739028052085,928.8 -> 655.8,TAG1,32249.7023696639,59247.424560553,51556.303527815,51305.243408193,49125.803649892,63827.44451904,56116.064331052,65942.244934102,71301.04541015,50558.083862294,36911.2828865173
TAG(56:6)_FA 18:0,-0.34849144482287725,4.572998002609732,1.5699778416283152,0.21021023167150005,0.6108739028052085,924.8 -> 623.8,TAG1,36672.5025634694,119467.82916261,97114.80590821,84934.245849595,89868.92700198,103041.06787111,91480.32617186,115619.42785643,121525.748596179,99662.72705082,41721.5230979682
TAG(56:8)_FA 16:0,-0.3467929211083683,8.408418721813776,1.5549078742478744,0.2124123657402052,0.6108739028052085,920.8 -> 647.8,TAG1,696347.123188125,1417546.6347655,1418028.59375021,1231521.66601583,1295315.97265609,1438864.8427734,1513999.2011717,1375599.5742188,1710797.339844,1564183.24218767,591576.363185869
TAG(60:11)_FA 16:0,-0.3462827195601199,3.0877561628175534,1.549834147857538,0.21315992680967244,0.6108739028052085,970.9 -> 697.9,TAG1,18015.4013900737,31012.082214369,30180.121795641,30917.20223999,28972.082122803,35656.442413336,30834.38235473,43609.38339233,39428.742828385,26107.781921385,20981.861248007
TAG(60:12)_FA 16:1,-0.34749597022198425,3.0644671031831643,1.5606642541836209,0.21156798719221268,0.6108739028052085,968.9 -> 697.9,TAG1,19087.1614837625,29997.402008066,27808.961944577,27984.822235088,28335.281860352,32665.72229004,31285.122192382,45709.122802731,34267.92233275,24729.2020263699,22325.4815406785
TAG(58:0)_FA 16:1,-0.3458286548836735,5.122213571335371,1.5461994957609022,0.213697376361582,0.6110914175005067,964.9 -> 693.9,TAG1,33261.5423889195,150935.591735851,154713.071502642,189578.774047907,160690.769165207,201382.053283629,163037.391174393,206438.395019546,173525.012878557,113346.628417954,29021.1218986539
Lyso_PE(16:0),-0.34450132795047467,5.65713503367446,1.5344163373065385,0.21545083947206917,0.6147778264246112,454.2855 -> 312.2855,PE,182543.474639826,164720.630706648,206505.394256553,236947.833679252,227836.415679904,313653.901580933,229580.058349699,278815.695449874,350309.407714966,145658.729736323,13185.60094452
C20:1,-0.3423290788282294,8.705541372145218,1.5152318291948177,0.2183424880866499,0.6167592237348611,309.3 -> 309.3,FFA,2838891.28155555,918643.028991719,1054965.74139392,1139855.87982134,1429492.37768502,1233643.94952287,1527219.27679346,1374093.17144672,3746329.5944819,2078344.39044187,475699.173095622
PC (40:0),0.3422344891476944,6.4459113940797215,1.5143640450597786,0.21847437759188057,0.6167592237348611,846.7 -> 184.1,PCandSM,352182.783325133,420216.910553054,500553.944519099,441515.136596807,430392.391663071,552003.339843562,331332.823913601,323355.336181668,260111.077423247,237199.59823613,68222.264602685
PC (42:2),0.34327678404711504,5.536960225421517,1.5235393522029885,0.21708466848954838,0.6167592237348611,870.7 -> 184.1,PCandSM,156400.870056239,311939.007567864,202270.016143723,241809.459960882,187071.953063962,202000.636138918,144742.792663694,183034.249938912,131221.528076173,191972.994613661,58918.5031929596
PCp(42:6),0.3428903031473033,6.447693083643848,1.5201597982977546,0.21759531260340792,0.6167592237348611,846.6 -> 184.1,PCandSM,356196.262939409,416798.594359849,491250.29437265,443930.589111332,431956.487365685,561075.299133431,328572.001953041,319710.220947158,262560.476745728,230065.454742343,70794.7446747272
TAG(54:2)_FA 20:0,-0.34312146160495327,5.395732599816997,1.5221593784954166,0.21729300716437608,0.6167592237348611,904.8 -> 575.8,TAG2,78962.4653968733,158232.29125977,170395.77307128,231973.55639647,179191.19238281,266641.93823237,196231.67431641,224136.83666985,85055.18542481,245826.23779277,36830.5829773114
Lyso_PG(18:0),0.34176518158496505,7.333152028027074,1.5102377189614344,0.2191028161532379,0.617217294865717,530.3114 -> 341.3114,PG,1163895.5525517,549518.074524485,475884.576965407,309189.607360692,724388.04534911,289012.539306583,432791.93383732,700484.735046372,741518.256073074,494804.026855462,372378.881347172
PEo (20:0),0.3409071523773802,3.7514768893451444,1.502425878155691,0.22029847791884438,0.6186780756041148,496.3763 -> 355.3763,PE,61993.24499511,53822.383987425,68962.784835819,71123.184341457,56271.064453118,59986.224517808,59901.124206548,41574.123413065,60393.703918438,30926.922363275,17128.1211700427
PIp (32:1),-0.3406937825462015,5.416077769198249,1.5007504419222641,0.22055593027578715,0.6186780756041148,810.5227 -> 533.5227,PI,125420.669128376,242059.496948151,197988.373657106,150240.570800731,146980.810241757,186910.513641337,284959.519775398,192648.034393276,200767.214294383,218145.372405923,21274.001495368
TAG(56:6)_FA 18:2,-0.33985196611144736,4.221715494279504,1.4932440719630904,0.22171380518079498,0.6206111586878913,924.8 -> 627.8,TAG2,40545.7633819545,71762.205017105,72264.105346712,93061.9465332,77242.02575684,193331.49426264,81797.46618654,82117.826355002,33821.7824173033,57475.464569104,20206.6414680526
20:0 Campesteryl ester,-0.33616727954989095,4.364626900342506,1.4611086252826198,0.2267538092378556,0.6293963174652428,712.6628 -> 369.1,CE,70033.2852554429,68576.985076902,60036.984329239,73027.204940789,74716.485160822,131448.050086953,71369.8451004132,63419.624755852,97772.4667205731,80812.565750117,42768.323028558
TAG(58:3)_FA 18:2,-0.3365566280895911,5.147515277079626,1.4645827559643294,0.22620236162847182,0.6293963174652428,958.9 -> 661.9,TAG2,80923.7052040047,126810.24975587,145625.95092774,174099.45336915,145735.171134966,228165.25451663,189477.71313476,224368.1363525,72896.2050857666,129505.88867188,38756.9227256645
TAG(60:4)_FA 18:0,-0.33722374840014746,3.4466349260432465,1.4701131022011396,0.225327849571687,0.6293963174652428,984.9 -> 683.9,TAG1,22047.3415870615,41865.002624491,45823.323730471,39557.842895484,37901.302734368,47012.663635254,43453.082946777,54272.824218721,53543.083984351,35793.28250121,23053.8817062363
TAG(60:6)_FA 16:0,-0.33639851674340787,3.5434069260897547,1.4629659083917093,0.22645880269122823,0.6293963174652428,980.9 -> 707.9,TAG1,23810.6017112696,46479.803588835,43390.703124999,46174.723632815,39777.242767302,54230.863769549,47028.00314329,56336.10388183,50464.703491198,41468.023010244,24803.6418037517
TAG(56:5)_FA 18:1,-0.334214227695891,4.1709271476777,1.444213085325373,0.22945878658969396,0.6355720364953029,926.8 -> 627.796,TAG2,41684.8428688157,69231.58489991,71231.24548338,86182.865905738,71088.22497561,191783.832519588,76527.705383305,76822.885986331,31895.9220581051,51255.40368653,21379.5215415948
PEo (38:5),0.3337048579778701,4.443562411175645,1.439863657839538,0.23016140483965108,0.6361872651517705,752.559 -> 611.559,PE,102988.227935898,125511.569335934,108786.467437697,99759.1274414429,95797.926696811,96041.306060694,80529.266143744,91621.906890924,85057.685913069,72169.785797111,16565.981124872
PC (40:3),0.3317682669106936,7.343184162168722,1.4233746553827586,0.23284874904923905,0.6422744661274844,840.6 -> 184.1,PCandSM,703815.599792452,822032.877624502,966650.3699951,802475.6745611,805862.375671435,1146038.48980724,656895.91210978,520667.173645111,540753.495849674,432477.649047512,75578.464645389
PI (36:6),0.3313986184369284,8.932155254666812,1.4202253899420612,0.2333663085642544,0.6423638098525422,872.5019 -> 595.5019,PI,1929558.69519016,3641063.74487335,2650717.7641612,2491521.31066801,2189201.68749996,1273280.55981369,1915930.92688005,1376151.88806079,2040949.99353036,3419550.24450675,46145.283264165
TAG(56:5)_FA 20:0,0.32972948676109376,5.037038469503424,1.4058942763656432,0.2357391642404444,0.6475490735567394,926.8 -> 597.8,TAG2,27675.2419090338,167888.671081491,209644.315429732,281976.99938977,172179.333557134,189824.052246108,144178.469909639,161370.511535668,62034.5043258246,108089.806335492,12469.1007804822
TAG(60:10)_FA 16:1,-0.32832297049727444,4.227334419144204,1.3938455969450843,0.23775674244497136,0.6517389792901492,972.9 -> 701.9,TAG1,39538.8029212944,72665.584838841,71137.405029292,76912.265869132,64931.165161148,84090.52685547,79307.84594725,86994.865966795,85014.0666504,69592.485229497,37788.5622901941
TAG(58:4)_FA 18:0,-0.32791256630831345,3.7345312498666905,1.390278062793186,0.23835814710132872,0.6520375759548744,956.9 -> 655.9,TAG1,27118.0819778359,52484.763916026,50740.383666987,46398.823059082,46718.662963856,53522.243652322,53050.783813467,61092.324645944,64196.98394773,45914.883270247,31129.3620452836
PG (40:9),0.327103366506567,4.343554955945178,1.383564215391175,0.2394949635931083,0.6537965604067534,834.5015 -> 645.5015,PG,82142.486236557,108513.887603816,112439.208160375,85629.866149907,98539.726348841,58571.024322511,82049.204864558,91937.645629929,69594.944702138,83748.765594488,20461.661636352
Lyso_PI(16:0),-0.32595840683699384,4.970584174804276,1.3739755716073887,0.24112999821147676,0.6569055918353811,590.2962 -> 313.2962,PI,113395.028564491,137142.368896447,120413.787963875,105844.386444131,122012.208984364,164462.730285642,172649.972839334,142524.710876421,148448.231414854,129784.928833039,30428.102142322
TAG(58:10)_FA 16:0,-0.3253433322914815,3.6595740586863315,1.3686058105138272,0.24205156922120838,0.6580621717636138,944.8 -> 671.8,TAG1,27100.1420288014,50794.74334717,47123.683166497,40889.142822227,45242.863098121,49510.523559537,48893.90307615,67187.705047597,56093.203430166,40134.962982203,30070.5621833703
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.32479157427477207,3.4252487493945845,1.3639590638604204,0.2428525180189623,0.6588867497071846,726.6784 -> 369.1,CE,41754.3828125011,39457.8825836103,36653.6825408803,42982.5831184425,36477.6026649442,73505.1052169734,40689.0430984536,36758.9025344881,51356.3635024909,48844.9635582012,13673.9410171536
PC (44:0),0.32427890790019537,3.7820440421263037,1.3597585672770833,0.24357932836397775,0.6595072203556371,902.8 -> 184.1,PCandSM,44884.543235787,96860.267410272,76274.8455239251,62249.304683649,70923.5449295168,63692.485092169,48861.6636352632,60400.6843566771,51501.843219764,51582.4637641845,6788.5604743993
PEo (18:1),-0.3225860297850729,4.327793737219381,1.3456938152264115,0.24603234290000608,0.6647894326522613,466.3293 -> 325.3293,PE,75817.424987807,66255.624938961,74139.165496825,92215.587509147,78700.266174383,119231.528167718,85423.286239603,111965.929977289,132061.349914563,46810.203460695,16084.6211547922
Lyso_PE(18:2),-0.3211063176452759,7.659754618389955,1.3335486344221863,0.2481748919176927,0.6651489006053141,478.2855 -> 336.2855,PE,709629.293090755,661368.126647904,661060.123534542,1262493.41632136,886010.185913084,1295278.1149292,700172.84997555,1361336.66180368,1749293.17687924,248400.917541387,14613.2809143058
"PIo (38:2), PIp (38:1)",0.32140771421622294,4.739018739558305,1.3359396553503873,0.2477512894018562,0.6651489006053141,894.6166 -> 617.6166,PI,102661.707885752,172306.831237746,137574.949615488,118029.268035908,112866.867492732,90138.626495274,104918.746093796,94430.727050775,117620.049133278,104910.547027597,26761.902008049
TAG(54:7)_FA 16:1,-0.32178641364063887,4.799926530135803,1.3390824344692192,0.24719584756362367,0.6651489006053141,894.8 -> 623.8,TAG1,45904.903339353,132982.84899903,118439.24719241,102769.76733401,113827.22790529,126678.16931155,115855.00891111,137044.52893064,146578.29028321,103813.98754885,44140.1431846558
TAG(60:3)_FA 18:1,-0.321615670913728,3.5670957220970005,1.337505351568268,0.24747438402973954,0.6651489006053141,986.9 -> 687.9,TAG2,26674.6816978542,39343.4631004292,43648.563262929,65488.444549534,48462.2435455275,79327.5264091466,60252.9441451987,75687.3056449956,24291.4218177784,39087.982727051,14071.2810020416
PG (36:3),0.31989952151745327,13.495932776819052,1.3235790768347435,0.24995072707902571,0.6685550760659192,790.5328 -> 601.5328,PG,55865026.640625,90074566.5390625,57059038.7890624,43786752.5625,56579607.5976563,32204039.3554687,38194375.5546881,43982038.7636713,33971678.0117188,88510438.4375001,547322.1806641
PC (40:2),0.31924965362932367,6.913797121183424,1.3181919299463516,0.25091680066826827,0.6697859759773935,842.7 -> 184.1,PCandSM,492597.462951612,596898.2277828,718823.2513422,584965.914428144,601294.35156205,766304.09179626,481098.6991578,435619.710021859,418419.579284744,318969.34118656,74771.126357984
